Race_ID,Athlete_ID,Date,Time,Elo_Before,Elo_Momentum,Days_since_last,SB_Gap,Is_Championship,Target_Rank,Indoor
1,jakob_ingebrigtsen,2021-07-30,3:28.32,,,,,1,1,0
1,timothy_cheruiyot,2021-07-30,3:29.01,,,,,1,2,0
1,josh_kerr,2021-07-30,3:29.05,,,,,1,3,0
1,abel_kipsang,2021-07-30,3:29.56,,,,,1,4,0
1,adel_mechaal,2021-07-30,3:30.77,,,,,1,5,0
1,cole_hocker,2021-07-30,3:31.40,,,,,1,6,0
1,stewart_mcsweyn,2021-07-30,3:31.91,,,,,1,7,0
1,michal_rozmys,2021-07-30,3:32.67,,,,,1,8,0
1,jake_heyward,2021-07-30,3:34.43,,,,,1,9,0
1,jake_wightman,2021-07-30,3:35.09,,,,,1,10,0
1,oliver_hoare,2021-07-30,3:35.79,,,,,1,11,0
1,charles_grethen,2021-07-30,3:36.80,,,,,1,12,0
1,ignacio_fontes,2021-07-30,3:38.56,,,,,1,13,0
2,jake_wightman,2022-07-19,3:29.23,,,,,1,1,0
2,jakob_ingebrigtsen,2022-07-19,3:29.47,,,,,1,2,0
2,mohamed_katir,2022-07-19,3:29.90,,,,,1,3,0
2,mario_garcia,2022-07-19,3:30.20,,,,,1,4,0
2,josh_kerr,2022-07-19,3:30.60,,,,,1,5,0
2,timothy_cheruiyot,2022-07-19,3:30.69,,,,,1,6,0
2,abel_kipsang,2022-07-19,3:31.21,,,,,1,7,0
2,teddese_lemi,2022-07-19,3:32.98,,,,,1,8,0
2,stewart_mcsweyn,2022-07-19,3:33.24,,,,,1,9,0
2,michal_rozmys,2022-07-19,3:34.58,,,,,1,10,0
2,ignacio_fontes,2022-07-19,3:34.71,,,,,1,11,0
2,joshua_thompson,2022-07-19,3:35.57,,,,,1,12,0
3,josh_kerr,2023-08-19,3:29.38,,,,,1,1,0
3,jakob_ingebrigtsen,2023-08-19,3:29.65,,,,,1,2,0
3,narve_gilje_nordas,2023-08-19,3:29.68,,,,,1,3,0
3,abel_kipsang,2023-08-19,3:29.89,,,,,1,4,0
3,yared_nuguse,2023-08-19,3:30.25,,,,,1,5,0
3,mario_garcia,2023-08-19,3:30.26,,,,,1,6,0
3,cole_hocker,2023-08-19,3:30.70,,,,,1,7,0
3,reynold_cheruiyot,2023-08-19,3:30.78,,,,,1,8,0
3,neil_gourley,2023-08-19,3:31.10,,,,,1,9,0
3,niels_laros,2023-08-19,3:31.25,,,,,1,10,0
3,azeddine_habz,2023-08-19,3:33.14,,,,,1,11,0
3,isaac_nader,2023-08-19,3:35.41,,,,,1,12,0
4,cole_hocker,2024-08-06,3:27.65,,,,,1,1,0
4,josh_kerr,2024-08-06,3:27.79,,,,,1,2,0
4,yared_nuguse,2024-08-06,3:27.80,,,,,1,3,0
4,jakob_ingebrigtsen,2024-08-06,3:28.24,,,,,1,4,0
4,hobbs_kessler,2024-08-06,3:29.45,,,,,1,5,0
4,niels_laros,2024-08-06,3:29.54,,,,,1,6,0
4,narve_gilje_nordas,2024-08-06,3:30.46,,,,,1,7,0
4,pietro_arese,2024-08-06,3:30.74,,,,,1,8,0
4,stefan_nillessen,2024-08-06,3:30.75,,,,,1,9,0
4,neil_gourley,2024-08-06,3:30.88,,,,,1,10,0
4,timothy_cheruiyot,2024-08-06,3:31.35,,,,,1,11,0
4,brian_komen,2024-08-06,3:35.59,,,,,1,12,0
5,isaac_nader,2025-09-17,3:34.10,,,,,1,1,0
5,jake_wightman,2025-09-17,3:34.12,,,,,1,2,0
5,reynold_cheruiyot,2025-09-17,3:34.25,,,,,1,3,0
5,timothy_cheruiyot,2025-09-17,3:34.50,,,,,1,4,0
5,niels_laros,2025-09-17,3:34.52,,,,,1,5,0
5,robert_farken,2025-09-17,3:35.15,,,,,1,6,0
5,federico_riva,2025-09-17,3:35.33,,,,,1,7,0
5,adrian_ben,2025-09-17,3:35.38,,,,,1,8,0
5,tshepo_tshite,2025-09-17,3:35.50,,,,,1,9,0
5,neil_gourley,2025-09-17,3:35.56,,,,,1,10,0
5,samuel_pihlstrom,2025-09-17,3:35.74,,,,,1,11,0
5,andrew_coscoran,2025-09-17,3:35.87,,,,,1,12,0
5,jonah_koech,2025-09-17,3:37.00,,,,,1,13,0
6,samuel_tefera,2022-03-20,3:32.77,,,,,1,1,1
6,jakob_ingebrigtsen,2022-03-20,3:33.02,,,,,1,2,1
6,abel_kipsang,2022-03-20,3:33.36,,,,,1,3,1
6,teddese_lemi,2022-03-20,3:33.59,,,,,1,4,1
6,oliver_hoare,2022-03-20,3:34.36,,,,,1,5,1
6,neil_gourley,2022-03-20,3:35.87,,,,,1,6,1
6,michal_rozmys,2022-03-20,3:36.71,,,,,1,7,1
6,pietro_arese,2022-03-20,3:37.60,,,,,1,8,1
6,samuel_prakel,2022-03-20,3:38.40,,,,,1,9,1
6,isaac_nader,2022-03-20,3:39.97,,,,,1,10,1
6,robert_farken,2022-03-20,3:41.29,,,,,1,11,1
6,joshua_thompson,2022-03-20,3:44.48,,,,,1,12,1
7,geordie_beamish,2024-03-03,3:36.54,,,,,1,1,1
7,cole_hocker,2024-03-03,3:36.69,,,,,1,2,1
7,hobbs_kessler,2024-03-03,3:36.72,,,,,1,3,1
7,isaac_nader,2024-03-03,3:36.97,,,,,1,4,1
7,narve_gilje_nordas,2024-03-03,3:37.03,,,,,1,5,1
7,adel_mechaal,2024-03-03,3:37.76,,,,,1,6,1
7,samuel_tefera,2024-03-03,3:38.10,,,,,1,7,1
7,samuel_pihlstrom,2024-03-03,3:38.35,,,,,1,8,1
7,biniam_mehary,2024-03-03,3:40.00,,,,,1,9,1
7,vincent_kibet_keter,2024-03-03,3:40.04,,,,,1,10,1
7,mario_garcia,2024-03-03,3:40.48,,,,,1,11,1
7,ryan_mphahlele,2024-03-03,3:41.08,,,,,1,12,1
7,kieran_lumb,2024-03-03,3:41.37,,,,,1,13,1
7,adam_fogg,2024-03-03,3:43.81,,,,,1,14,1
8,jakob_ingebrigtsen,2025-03-23,3:38.79,,,,,1,1,1
8,neil_gourley,2025-03-23,3:39.07,,,,,1,2,1
8,luke_houser,2025-03-23,3:39.17,,,,,1,3,1
8,isaac_nader,2025-03-23,3:39.58,,,,,1,4,1
8,samuel_pihlstrom,2025-03-23,3:39.67,,,,,1,5,1
8,adrian_ben,2025-03-23,3:39.96,,,,,1,6,1
8,raphael_pallitsch,2025-03-23,3:41.01,,,,,1,7,1
8,mariano_garcia,2025-03-23,3:41.83,,,,,1,8,1
8,samuel_prakel,2025-03-23,3:44.48,,,,,1,9,1
9,mariano_garcia,2025-03-22,3:39.63,,,,,1,1,1
9,isaac_nader,2025-03-22,3:40.06,,,,,1,2,1
9,adam_spencer,2025-03-22,3:40.26,,,,,1,3,1
9,samuel_pihlstrom,2025-03-22,3:40.59,,,,,1,4,1
9,samuel_chapple,2025-03-22,3:40.59,,,,,1,5,1
9,nathan_green,2025-03-22,3:40.78,,,,,1,6,1
9,federico_riva,2025-03-22,3:40.98,,,,,1,7,1
9,carlos_saez,2025-03-22,3:42.46,,,,,1,8,1
9,titouan_le_grix,2025-03-22,3:42.69,,,,,1,9,1
10,josh_kerr,2025-05-03,3:34.51,,,,,0,1,0
10,yared_nuguse,2025-05-03,3:34.65,,,,,0,2,0
10,cole_hocker,2025-05-03,3:34.79,,,,,0,3,0
10,kethobogile_haingura,2025-05-03,3:35.21,,,,,0,4,0
10,peter_bol,2025-05-03,3:35.24,,,,,0,5,0
10,timothy_cheruiyot,2025-05-03,3:35.61,,,,,0,6,0
10,marco_arop,2025-05-03,3:35.95,,,,,0,7,0
10,tshepo_tshite,2025-05-03,3:36.28,,,,,0,8,0
11,josh_kerr,2025-05-31,3:34.44,,,,,0,1,0
11,cole_hocker,2025-05-31,3:34.51,,,,,0,2,0
11,hobbs_kessler,2025-05-31,3:34.91,,,,,0,3,0
11,marco_arop,2025-05-31,3:35.38,,,,,0,4,0
11,josh_hoey,2025-05-31,3:35.45,,,,,0,5,0
11,yared_nuguse,2025-05-31,3:35.59,,,,,0,6,0
11,samuel_chapple,2025-05-31,3:37.33,,,,,0,7,0
11,elliot_giles,2025-05-31,3:39.92,,,,,0,8,0
12,emmanuel_wanyonyi,2025-04-06,3:35.18,,,,,0,1,0
12,yared_nuguse,2025-04-06,3:35.36,,,,,0,2,0
12,cole_hocker,2025-04-06,3:35.52,,,,,0,3,0
12,neil_gourley,2025-04-06,3:35.60,,,,,0,4,0
12,josh_kerr,2025-04-06,3:35.61,,,,,0,5,0
12,marco_arop,2025-04-06,3:39.65,,,,,0,6,0
12,bryce_hoppel,2025-04-06,3:39.78,,,,,0,7,0
12,mohammed_attaoui,2025-04-06,3:39.78,,,,,0,8,0
13,niels_laros,2025-08-22,3:30.58,,,,,0,1,0
13,phanuel_kipkosgei_koech,2025-08-22,3:31.41,,,,,0,2,0
13,yared_nuguse,2025-08-22,3:31.51,,,,,0,3,0
13,isaac_nader,2025-08-22,3:31.77,,,,,0,4,0
13,reynold_cheruiyot,2025-08-22,3:31.86,,,,,0,5,0
13,samuel_pihlstrom,2025-08-22,3:32.28,,,,,0,6,0
13,ruben_verheyden,2025-08-22,3:32.71,,,,,0,7,0
13,louis_gilavert,2025-08-22,3:32.78,,,,,0,8,0
13,jake_wightman,2025-08-22,3:32.95,,,,,0,9,0
13,neil_gourley,2025-08-22,3:33.21,,,,,0,10,0
13,pieter_sisk,2025-08-22,3:33.30,,,,,0,11,0
13,jochem_vermeulen,2025-08-22,3:33.42,,,,,0,12,0
13,andrew_coscoran,2025-08-22,3:35.76,,,,,0,13,0
13,hobbs_kessler,2025-08-22,3:36.65,,,,,0,14,0
13,kethobogile_haingura,2025-08-22,3:36.70,,,,,0,15,0
14,josh_kerr,2024-05-25,3:28.61,,,,,0,1,0
14,jakob_ingebrigtsen,2024-05-25,3:28.85,,,,,0,2,0
14,yared_nuguse,2024-05-25,3:29.42,,,,,0,3,0
14,neil_gourley,2024-05-25,3:30.83,,,,,0,4,0
14,jake_wightman,2024-05-25,3:30.91,,,,,0,5,0
14,reynold_cheruiyot,2024-05-25,3:31.62,,,,,0,6,0
14,cole_hocker,2024-05-25,3:31.95,,,,,0,7,0
14,geordie_beamish,2024-05-25,3:32.08,,,,,0,8,0
14,oliver_hoare,2024-05-25,3:32.10,,,,,0,9,0
14,mario_garcia,2024-05-25,3:33.05,,,,,0,10,0
14,cameron_myers,2024-05-25,3:33.06,,,,,0,11,0
14,abel_kipsang,2024-05-25,3:34.61,,,,,0,12,0
14,lamencha_girmal,2024-05-25,3:36.46,,,,,0,13,0
14,cooper_teare,2024-05-25,3:36.55,,,,,0,14,0
15,jakob_ingebrigtsen,2024-07-12,3:26.73,,,,,0,1,0
15,timothy_cheruiyot,2024-07-12,3:28.71,,,,,0,2,0
15,brian_komen,2024-07-12,3:28.80,,,,,0,3,0
15,yared_nuguse,2024-07-12,3:29.13,,,,,0,4,0
15,neil_gourley,2024-07-12,3:30.65,,,,,0,5,0
15,narve_gilje_nordas,2024-07-12,3:31.06,,,,,0,6,0
15,oliver_hoare,2024-07-12,3:31.07,,,,,0,7,0
15,azeddine_habz,2024-07-12,3:31.79,,,,,0,8,0
15,vincent_ciattei,2024-07-12,3:32.04,,,,,0,9,0
15,mael_gouyette,2024-07-12,3:33.29,,,,,0,10,0
15,isaac_nader,2024-07-12,3:34.42,,,,,0,11,0
15,pietro_arese,2024-07-12,3:35.19,,,,,0,12,0
15,elliot_giles,2024-07-12,3:40.72,,,,,0,13,0
16,yared_nuguse,2024-09-05,3:29.21,,,,,0,1,0
16,jakob_ingebrigtsen,2024-09-05,3:29.52,,,,,0,2,0
16,cole_hocker,2024-09-05,3:30.46,,,,,0,3,0
16,niels_laros,2024-09-05,3:31.23,,,,,0,4,0
16,josh_kerr,2024-09-05,3:31.46,,,,,0,5,0
16,reynold_cheruiyot,2024-09-05,3:32.15,,,,,0,6,0
16,azeddine_habz,2024-09-05,3:32.39,,,,,0,7,0
16,robert_farken,2024-09-05,3:32.95,,,,,0,8,0
16,jochem_vermeulen,2024-09-05,3:33.07,,,,,0,9,0
16,stefan_nillessen,2024-09-05,3:33.08,,,,,0,10,0
16,timothy_cheruiyot,2024-09-05,3:33.13,,,,,0,11,0
16,narve_gilje_nordas,2024-09-05,3:34.31,,,,,0,12,0
16,oliver_hoare,2024-09-05,3:37.43,,,,,0,13,0
16,boaz_kiprugut,2024-09-05,3:41.59,,,,,0,14,0
17,jakob_ingebrigtsen,2023-06-15,3:27.95,,,,,0,1,0
17,mohamed_katir,2023-06-15,3:28.89,,,,,0,2,0
17,yared_nuguse,2023-06-15,3:29.02,,,,,0,3,0
17,timothy_cheruiyot,2023-06-15,3:29.08,,,,,0,4,0
17,mario_garcia,2023-06-15,3:29.18,,,,,0,5,0
17,azeddine_habz,2023-06-15,3:29.26,,,,,0,6,0
17,oliver_hoare,2023-06-15,3:29.41,,,,,0,7,0
17,narve_gilje_nordas,2023-06-15,3:29.47,,,,,0,8,0
17,josh_kerr,2023-06-15,3:30.07,,,,,0,9,0
17,neil_gourley,2023-06-15,3:30.88,,,,,0,10,0
17,abel_kipsang,2023-06-15,3:31.76,,,,,0,11,0
17,andreas_almgren,2023-06-15,3:32.00,,,,,0,12,0
17,teddese_lemi,2023-06-15,3:32.24,,,,,0,13,0
17,charles_grethen,2023-06-15,3:36.27,,,,,0,14,0
18,jakob_ingebrigtsen,2023-07-16,3:27.14,,,,,0,1,0
18,abel_kipsang,2023-07-16,3:29.11,,,,,0,2,0
18,reynold_cheruiyot,2023-07-16,3:30.30,,,,,0,3,0
18,andrew_coscoran,2023-07-16,3:30.42,,,,,0,4,0
18,samuel_tanner,2023-07-16,3:31.24,,,,,0,5,0
18,vincent_kibet_keter,2023-07-16,3:31.28,,,,,0,6,0
18,isaac_nader,2023-07-16,3:31.49,,,,,0,7,0
18,george_mills,2023-07-16,3:31.54,,,,,0,8,0
18,azeddine_habz,2023-07-16,3:31.61,,,,,0,9,0
18,elliot_giles,2023-07-16,3:33.00,,,,,0,10,0
18,cameron_myers,2023-07-16,3:33.26,,,,,0,11,0
18,charles_philibertthiboutot,2023-07-16,3:33.29,,,,,0,12,0
18,adrian_ben,2023-07-16,3:33.50,,,,,0,13,0
18,samuel_prakel,2023-07-16,3:40.09,,,,,0,14,0
19,timothy_cheruiyot,2021-07-09,3:28.28,,,,,0,1,0
19,mohamed_katir,2021-07-09,3:28.76,,,,,0,2,0
19,jakob_ingebrigtsen,2021-07-09,3:29.25,,,,,0,3,0
19,stewart_mcsweyn,2021-07-09,3:29.51,,,,,0,4,0
19,charles_cheboi_simotwo,2021-07-09,3:30.30,,,,,0,5,0
19,marcin_lewandowski,2021-07-09,3:30.42,,,,,0,6,0
19,samuel_tefera,2021-07-09,3:30.71,,,,,0,7,0
19,azeddine_habz,2021-07-09,3:31.74,,,,,0,8,0
19,melese_nberet,2021-07-09,3:31.82,,,,,0,9,0
19,filip_ingebrigtsen,2021-07-09,3:32.23,,,,,0,10,0
19,baptiste_mischler,2021-07-09,3:32.42,,,,,0,11,0
19,jye_edwards,2021-07-09,3:33.23,,,,,0,12,0
19,adam_ali_musab,2021-07-09,3:35.57,,,,,0,13,0
20,phanuel_kipkosgei_koech,2025-07-19,3:28.82 ,,,,,0,1,0
20,josh_kerr,2025-07-19,3:29.37 ,,,,,0,2,0
20,isaac_nader,2025-07-19,3:31.55,,,,,0,3,0
20,jake_wightman,2025-07-19,3:31.58 ,,,,,0,4,0
20,jude_thomas,2025-07-19,3:32.36,,,,,0,5,0
20,elliot_giles,2025-07-19,3:32.51,,,,,0,6,0
20,narve_gilje_nordas,2025-07-19,3:32.54,,,,,0,7,0
20,adam_spencer,2025-07-19,3:32.88 ,,,,,0,8,0
20,selemon_barega,2025-07-19,3:32.93 ,,,,,0,9,0
20,neil_gourley,2025-07-19,3:33.69,,,,,0,10,0
20,oliver_hoare,2025-07-19,3:34.03,,,,,0,11,0
21,yared_nuguse,2023-07-23,3:30.44,,,,,0,1,0
21,narve_gilje_nordas,2023-07-23,3:30.58,,,,,0,2,0
21,neil_gourley,2023-07-23,3:30.60,,,,,0,3,0
21,elliot_giles,2023-07-23,3:30.92 ,,,,,0,4,0
21,matthew_stonier,2023-07-23,3:31.30 ,,,,,0,5,0
21,stewart_mcsweyn,2023-07-23,3:31.42 ,,,,,0,6,0
21,adel_mechaal,2023-07-23,3:31.43 ,,,,,0,7,0
21,timothy_cheruiyot,2023-07-23,3:31.44,,,,,0,8,0
21,azeddine_habz,2023-07-23,3:31.58,,,,,0,9,0
21,samuel_tanner,2023-07-23,3:31.60,,,,,0,10,0
21,mario_garcia,2023-07-23,3:31.68,,,,,0,11,0
21,adam_spencer,2023-07-23,3:31.81 ,,,,,0,12,0
21,cole_hocker,2023-07-23,3:32.14 ,,,,,0,13,0
21,andrew_coscoran,2023-07-23,3:32.42,,,,,0,14,0
21,george_mills,2023-07-23,3:35.76,,,,,0,15,0
22,jakob_ingebrigtsen,2025-02-13,3:28.42,,,,,0,1,1
22,stefan_nillessen,2025-02-13,3:35.42,,,,,0,2,1
22,cathal_doyle,2025-02-13,3:35.87,,,,,0,3,1
22,charles_philibertthiboutot,2025-02-13,3:36.26,,,,,0,4,1
22,tshepo_tshite,2025-02-13,3:36.72,,,,,0,5,1
22,romain_mornet,2025-02-13,3:37.26,,,,,0,6,1
22,filip_rak,2025-02-13,3:38.08,,,,,0,7,1
22,jack_anstey,2025-02-13,3:38.17,,,,,0,8,1
22,samuel_prakel,2025-02-13,3:38.36,,,,,0,9,1
22,elliot_giles,2025-02-13,3:41.70,,,,,0,10,1
23,yared_nuguse,2025-02-08,3:29.80,,,,,0,1,1
23,hobbs_kessler,2025-02-08,3:30.05,,,,,0,2,1
23,cameron_myers,2025-02-08,3:30.59,,,,,0,3,1
23,azeddine_habz,2025-02-08,3:30.66,,,,,0,4,1
23,gary_martin,2025-02-08,3:31.83,,,,,0,5,1
23,neil_gourley,2025-02-08,3:32.20,,,,,0,6,1
23,andrew_coscoran,2025-02-08,3:32.24,,,,,0,7,1
23,robert_farken,2025-02-08,3:32.86,,,,,0,8,1
23,jochem_vermeulen,2025-02-08,3:36.33,,,,,0,9,1
23,vince_ciattei,2025-02-08,3:37.59,,,,,0,10,1
23,henry_wynne,2025-02-08,3:38.03,,,,,0,11,1
24,jakob_ingebrigtsen,2022-02-17,3:30.60,,,,,0,1,1
24,samuel_tefera,2022-02-17,3:33.70,,,,,0,2,1
24,ignacio_fontes,2022-02-17,3:37.39,,,,,0,3,1
24,saul_ordonez,2022-02-17,3:37.99,,,,,0,4,1
24,michal_rozmys,2022-02-17,3:38.82,,,,,0,5,1
24,charles_grethen,2022-02-17,3:38.84,,,,,0,6,1
24,marcin_lewandowski,2022-02-17,3:44.87,,,,,0,7,1
24,adehena_kasaye,2022-02-17,3:45.15,,,,,0,8,1
24,baptiste_mischler,2022-02-17,3:48.92,,,,,0,9,1
24,vincent_kibet_keter,2022-02-17,3:48.97,,,,,0,10,1
25,jakob_ingebrigtsen,2024-09-13,3:30.37,,,,,0,1,0
25,timothy_cheruiyot,2024-09-13,3:30.93,,,,,0,2,0
25,cole_hocker,2024-09-13,3:30.94,,,,,0,3,0
25,azeddine_habz,2024-09-13,3:31.97,,,,,0,4,0
25,jochem_vermeulen,2024-09-13,3:32.15,,,,,0,5,0
25,yared_nuguse,2024-09-13,3:32.30,,,,,0,6,0
25,reynold_cheruiyot,2024-09-13,3:32.50,,,,,0,7,0
25,narve_gilje_nordas,2024-09-13,3:33.02,,,,,0,8,0
25,brian_komen,2024-09-13,3:33.21,,,,,0,9,0
25,oliver_hoare,2024-09-13,3:34.13,,,,,0,10,0
25,elliot_giles,2024-09-13,3:34.76,,,,,0,11,0
26,azeddine_habz,2025-06-20,3:27.49,,,,,0,1,0
26,phanuel_kipkosgei_koech,2025-06-20,3:27.72,,,,,0,2,0
26,george_mills,2025-06-20,3:28.36 ,,,,,0,3,0
26,festus_lagat,2025-06-20,3:29.03 ,,,,,0,4,0
26,stefan_nillessen,2025-06-20,3:29.23 ,,,,,0,5,0
26,abel_kipsang,2025-06-20,3:29.46 ,,,,,0,6,0
26,flavien_szot,2025-06-20,3:30.74 ,,,,,0,7,0
26,ruben_verheyden,2025-06-20,3:30.99 ,,,,,0,8,0
26,tshepo_tshite,2025-06-20,3:31.35 ,,,,,0,9,0
26,pierrik_jocteurmonrozier,2025-06-20,3:31.51 ,,,,,0,10,0
26,romain_mornet,2025-06-20,3:31.62 ,,,,,0,11,0
26,paul_anselmini,2025-06-20,3:31.63 ,,,,,0,12,0
26,pieter_sisk,2025-06-20,3:31.85 ,,,,,0,13,0
26,louis_gilavert,2025-06-20,3:32.25 ,,,,,0,14,0
27,jakob_ingebrigtsen,2024-08-22,3:27.83,,,,,0,1,0
27,cole_hocker,2024-08-22,3:29.85,,,,,0,2,0
27,hobbs_kessler,2024-08-22,3:30.47,,,,,0,3,0
27,reynold_cheruiyot,2024-08-22,3:30.88,,,,,0,4,0
27,brian_komen,2024-08-22,3:31.41,,,,,0,5,0
27,jochem_vermeulen,2024-08-22,3:31.74,,,,,0,6,0
27,azeddine_habz,2024-08-22,3:31.89,,,,,0,7,0
27,stefan_nillessen,2024-08-22,3:32.16,,,,,0,8,0
27,isaac_nader,2024-08-22,3:32.49,,,,,0,9,0
27,dominic_lokinyomo_lobalu,2024-08-22,3:34.39,,,,,0,10,0
27,stewart_mcsweyn,2024-08-22,3:34.80,,,,,0,11,0
27,oliver_hoare,2024-08-22,3:36.03,,,,,0,12,0
27,george_mills,2024-08-22,3:36.80,,,,,0,13,0
28,cole_hocker,2024-06-24,3:30.59 ,,,,,0,1,0
28,yared_nuguse,2024-06-24,3:30.86 ,,,,,0,2,0
28,hobbs_kessler,2024-06-24,3:31.53 ,,,,,0,3,0
28,vincent_ciattei,2024-06-24,3:31.78 ,,,,,0,4,0
28,nathan_green,2024-06-24,3:32.20 ,,,,,0,5,0
28,henry_wynne,2024-06-24,3:32.94 ,,,,,0,6,0
28,joe_waskom,2024-06-24,3:33.74 ,,,,,0,7,0
28,elliott_cook,2024-06-24,3:33.84 ,,,,,0,8,0
28,craig_engels,2024-06-24,3:34.21 ,,,,,0,9,0
28,cooper_teare,2024-06-24,3:35.17,,,,,0,10,0
28,liam_murphy,2024-06-24,3:36.37 ,,,,,0,11,0
28,ethan_strand,2024-06-24,3:39.08,,,,,0,12,0
29,jakob_ingebrigtsen,2024-05-30,3:29.74,,,,,0,1,0
29,timothy_cheruiyot,2024-05-30,3:29.77,,,,,0,2,0
29,azeddine_habz,2024-05-30,3:30.80,,,,,0,3,0
29,isaac_nader,2024-05-30,3:30.84,,,,,0,4,0
29,elliot_giles,2024-05-30,3:31.06,,,,,0,5,0
29,oliver_hoare,2024-05-30,3:31.08,,,,,0,6,0
29,george_mills,2024-05-30,3:31.57,,,,,0,7,0
29,pietro_arese,2024-05-30,3:32.13,,,,,0,8,0
29,robert_farken,2024-05-30,3:32.20,,,,,0,9,0
29,andrew_coscoran,2024-05-30,3:32.68,,,,,0,10,0
29,adel_mechaal,2024-05-30,3:33.21,,,,,0,11,0
29,ryan_mphahlele,2024-05-30,3:33.85,,,,,0,12,0
29,narve_gilje_nordas,2024-05-30,3:34.86,,,,,0,13,0
29,stewart_mcsweyn,2024-05-30,3:38.22,,,,,0,14,0
30,jakob_ingebrigtsen,2023-09-16,3:27.12,,,,,0,1,0
30,yared_nuguse,2023-09-16,3:27.34,,,,,0,2,0
30,george_mills,2023-09-16,3:30.75,,,,,0,3,0
30,mario_garcia,2023-09-16,3:30.79,,,,,0,4,0
30,reynold_cheruiyot,2023-09-16,3:31.13,,,,,0,5,0
30,cole_hocker,2023-09-16,3:31.15,,,,,0,6,0
30,narve_gilje_nordas,2023-09-16,3:31.29,,,,,0,7,0
30,azeddine_habz,2023-09-16,3:31.66,,,,,0,8,0
30,niels_laros,2023-09-16,3:31.93,,,,,0,9,0
30,stewart_mcsweyn,2023-09-16,3:32.29,,,,,0,10,0
30,samuel_tanner,2023-09-16,3:32.47,,,,,0,11,0
30,elliot_giles,2023-09-16,3:34.43,,,,,0,12,0
30,abel_kipsang,2023-09-16,3:36.16,,,,,0,13,0
31,yared_nuguse,2023-07-08,3:34.90,,,,,0,1,0
31,joe_waskom,2023-07-08,3:35.32,,,,,0,2,0
31,cole_hocker,2023-07-08,3:35.46,,,,,0,3,0
31,samuel_prakel,2023-07-08,3:35.83,,,,,0,4,0
31,henry_wynne,2023-07-08,3:35.99,,,,,0,5,0
31,hobbs_kessler,2023-07-08,3:36.08,,,,,0,6,0
31,nathan_green,2023-07-08,3:36.29,,,,,0,7,0
31,drew_hunter,2023-07-08,3:36.51,,,,,0,8,0
31,john_gregorek,2023-07-08,3:36.56,,,,,0,9,0
31,matthew_centrowitz,2023-07-08,3:37.23,,,,,0,10,0
31,josh_thompson,2023-07-08,3:37.34,,,,,0,11,0
31,eric_holt,2023-07-08,3:37.63,,,,,0,12,0
32,timothy_cheruiyot,2023-05-27,3:31.47,,,,,0,1,0
32,reynold_cheruiyot,2023-05-27,3:32.01,,,,,0,2,0
32,hobbs_kessler,2023-05-27,3:32.61,,,,,0,3,0
32,cooper_teare,2023-05-27,3:32.74,,,,,0,4,0
32,vincent_kibet_keter,2023-05-27,3:33.16,,,,,0,5,0
32,samuel_prakel,2023-05-27,3:35.78,,,,,0,6,0
32,john_gregorek,2023-05-27,3:36.24,,,,,0,7,0
32,matthew_centrowitz,2023-05-27,3:36.64,,,,,0,8,0
32,andrew_hunter,2023-05-27,3:37.54,,,,,0,9,0
32,charlie_hunter,2023-05-27,3:38.48,,,,,0,10,0
32,tolesa_bodena,2023-05-27,3:39.67,,,,,0,11,0
32,paul_ryan,2023-05-27,3:40.79,,,,,0,12,0
32,amos_bartelsmeyer,2023-05-27,3:45.85,,,,,0,13,0
32,josh_thompson,2023-05-27,3:51.38,,,,,0,14,0
33,oliver_hoare,2024-05-17,3:34.73,,,,,0,1,0
33,reynold_cheruiyot,2024-05-17,3:34.83,,,,,0,2,0
33,matthew_centrowitz,2024-05-17,3:35.16,,,,,0,3,0
33,henry_wynne,2024-05-17,3:35.24,,,,,0,4,0
33,jesse_hunt,2024-05-17,3:35.38,,,,,0,5,0
33,samuel_prakel,2024-05-17,3:35.52,,,,,0,6,0
33,vincent_ciattei,2024-05-17,3:35.55,,,,,0,7,0
33,cameron_myers,2024-05-17,3:35.59,,,,,0,8,0
33,adam_fogg,2024-05-17,3:35.82,,,,,0,9,0
33,eric_holt,2024-05-17,3:35.86,,,,,0,10,0
33,craig_engels,2024-05-17,3:36.04,,,,,0,11,0
33,amon_kemboi,2024-05-17,3:36.69,,,,,0,12,0
33,melese_nberet,2024-05-17,3:37.49,,,,,0,13,0
33,abel_kipsang,2024-05-17,3:37.54,,,,,0,14,0
33,josh_thompson,2024-05-17,3:37.59,,,,,0,15,0
34,andrew_coscoran,2023-06-04,3:37.97,,,,,0,1,0
34,elliot_giles,2023-06-04,3:38.00,,,,,0,2,0
34,jye_edwards,2023-06-04,3:38.24,,,,,0,3,0
34,niels_laros,2023-06-04,3:38.34,,,,,0,4,0
34,salim_keddar,2023-06-04,3:38.41,,,,,0,5,0
34,luke_mccann,2023-06-04,3:38.62,,,,,0,6,0
34,matthew_stonier,2023-06-04,3:38.71,,,,,0,7,0
34,jimmy_gressier,2023-06-04,3:38.94,,,,,0,8,0
34,ermias_girma,2023-06-04,3:39.94,,,,,0,9,0
34,matthew_ramsden,2023-06-04,3:40.21,,,,,0,10,0
34,ruben_verheyden,2023-06-04,3:40.22,,,,,0,11,0
34,tim_verbaandert,2023-06-04,3:40.38,,,,,0,12,0
